1687879243637	299.00000	https://en.wikipedia.org/wiki/Main_Page
1687879247650	192.00000	https://species.wikimedia.org/wiki/
1687879247653	154.00000	https://en.wikiversity.org/wiki/Wikiversity:Main_Page
1687879247656	133.00000	https://en.wiktionary.org/wiki/
1687879247659	163.00000	https://en.wikivoyage.org/wiki/
1687879247666	137.00000	https://www.mediawiki.org/wiki/
1687879247670	180.00000	https://www.wikidata.org/wiki/
1687879247674	179.00000	https://wikimediafoundation.org/
1687879247679	166.00000	https://creativecommons.org/licenses/by-sa/4.0/deed.en
1687879247687	129.00000	https://en.wikiquote.org/wiki/
1687879247689	186.00000	https://en.wikibooks.org/wiki/
1687879247700	158.00000	https://en.wikinews.org/wiki/
1687879247707	167.00000	https://en.wikisource.org/wiki/
1687879248779	198.00000	https://en.wikipedia.org/wiki/2023_U.S._Open_(golf)
1687879250814	186.00000	https://wsexport.toolforge.org/?format=pdf-a5&lang=en&page=Orph%C3%A9e_aux_Enfers
1687879250816	168.00000	https://wikis.world/@mediawiki
1687879252842	189.00000	https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Cookie_statement
1687879252851	199.00000	https://en.wikiversity.org/wiki/WikiJournal
1687879252854	168.00000	https://en.wiktionary.org/wiki/Project:Main_Page
1687879252857	161.00000	https://en.wikivoyage.org/wiki/Main_Page
1687879252865	197.00000	https://www.mediawiki.org/w/index.php?action=info&title=MediaWiki
1687879252872	140.00000	https://www.wikidata.org/wiki/Wikidata:Main_Page
1687879252885	193.00000	https://wikimediafoundation.org/wiki/Privacy_policy
1687879252919	116.00000	https://creativecommons.org/licenses/by-sa/4.0/
1687879252937	104.00000	https://en.wikiquote.org/wiki/Main_Page
1687879252998	186.00000	https://en.wikibooks.org/wiki/Main_Page
1687879253050	136.00000	https://en.wikinews.org/wiki/Main_Page
1687879253053	199.00000	https://en.wikisource.org/wiki/Portal:American_Revolution
1687879254673	197.00000	https://en.wikipedia.org/w/index.php?action=history&title=Main_Page
1687879255697	199.00000	https://twitter.com/intent/tweet?text=300%2C000%2B%20editors%20contribute%20to%20%40Wikimedia%20projects%20every%20month%20https%3A%2F%2Fwikimediafoundation.org%2F
1687879255699	159.00000	https://phytokeys.pensoft.net/
1687879255705	188.00000	https://us.e-activist.com/page/6747/subscribe/1?ea.tracking.id=mailing-list-page
1687879255707	179.00000	https://whoseknowledge.org/issues/public-online-knowledge/
1687879255717	115.00000	https://automattic.com/privacy-notice/
1687879255719	118.00000	http://freedomdefined.org/
1687879255721	137.00000	https://fonts.googleapis.com/css?family=Source+Sans+Pro%3A400%2C600%2C700%7CRoboto+Condensed
1687879255740	138.00000	https://play.google.com/store/apps/details?id=org.kiwix.kiwixcustomwikispecies
1687879255746	142.00000	https://stats.wp.com/
1687879255752	193.00000	https://www.facebook.com/Wikidata
1687879255765	121.00000	https://t.me/joinchat/IeCRo0j5Uag1qR4Tk8Ftsg
1687879255816	129.00000	http://gmpg.org/xfn/11
1687879255856	155.00000	https://www.instagram.com/wikimediafoundation/
1687879255879	107.00000	https://web.libera.chat/?channel
1687879255895	129.00000	https://www.linkedin.com/company/wikimedia-foundation
1687879255918	182.00000	https://wsexport.toolforge.org/?format=epub-3&lang=en&page=Orph%C3%A9e_aux_Enfers
1687879255932	138.00000	https://wikis.world/@wikidata
1687879258039	197.00000	https://species.wikimedia.org/wiki/Michotamia_aurata
1687879258044	199.00000	https://pt.wikiversity.org/wiki/
1687879258048	199.00000	https://en.wiktionary.org/wiki/etymology
1687879258060	199.00000	https://en.m.wikivoyage.org/wiki/Main_Page
1687879258066	196.00000	https://www.mediawiki.org/w/index.php?returnto=MediaWiki&title=Special:UserLogin
1687879258068	199.00000	https://www.wikidata.org/w/index.php?action=edit&title=Wikidata:News
1687879258075	199.00000	https://wikimediafoundation.org/privacy-policy/
1687879258088	198.00000	https://creativecommons.org/licenses/by-sa/4.0/deed.pt
1687879258105	131.00000	https://www.wikiquote.org/
1687879258148	199.00000	https://en.wikibooks.org/w/index.php?printable=yes&title=Main_Page
1687879258172	184.00000	https://www.wikinews.org/
1687879258198	198.00000	https://en.wikisource.org/wiki/Special:Statistics
1687879259236	197.00000	https://en.wikipedia.org/wiki/Template_talk:Did_you_know
1687879261265	179.00000	https://twitter.com/intent/tweet?text=1.8%2B%20billion%20unique%20devices%20access%20%40Wikimedia%20projects%20every%20month%20https%3A%2F%2Fwikimediafoundation.org%2F
1687879261279	122.00000	https://zookeys.pensoft.net/
1687879261300	193.00000	https://www.facebook.com/wikimediafoundation/
1687879261316	118.00000	https://t.me/exmusica
1687879261319	118.00000	https://wsexport.toolforge.org/?format=mobi&lang=en&page=Orph%C3%A9e_aux_Enfers
1687879263369	199.00000	https://wikis.world/manifest
1687879263379	196.00000	https://en.wikiquote.org/wiki/Change
1687879263394	196.00000	https://www.golfmonthly.com/news/laccs-par-3-15th-to-become-shortest-hole-in-us-open-history
1687879263411	128.00000	https://apnews.com/article/us-open-los-angeles-crowd-size-quiet-c44302d1b24f3647bac0585b7b2b1b86
1687879263419	170.00000	https://www.usga.org/
1687879263455	175.00000	https://www.bbc.com/sport/golf/65923966
1687879263487	141.00000	https://www.europeantour.com/dpworld-tour/u-s-open-2023/
1687879263505	198.00000	https://www.theguardian.com/sport/2023/jun/16/rory-mcilroy-finds-his-groove-on-front-nine-to-stay-firmly-in-the-mix-at-us-open
1687879263519	132.00000	https://www.pgatour.com/tournaments/2023/u.s-open/R2023026
1687879263548	103.00000	https://cdn.masto.host/
1687879263566	140.00000	https://joinmastodon.org/apps
1687879263615	192.00000	https://sports.yahoo.com/us-open-rory-mcilroy-missed-another-golden-opportunity-to-finally-end-major-championship-drought-032340421.html
1687879263638	135.00000	https://www.cbssports.com/golf/news/tommy-fleetwood-cards-second-final-round-63-at-u-s-open-becoming-fourth-ever-to-go-that-low-twice-at-majors/
1687879263700	157.00000	https://golf.com/news/2023-u-s-open-record-number-entries/
1687879263724	184.00000	https://www.espn.com/golf/story/_/id/37861077/us-open-golf-pga-tour-2023-second-round-lookahead
1687879263755	183.00000	https://www.golfdigest.com/story/us-open-2023-wyndham-clark-wins-at-lacc-rory-mcilroy
1687879263800	183.00000	https://www.golfchannel.com/news/quirkiness-too-quiet-lacc-received-criticism-there-are-reasons-usga-will-return
1687879263828	109.00000	https://www.si.com/golf/news/us-open-round-1-los-angeles-country-club
1687879263854	163.00000	https://www.usopen.com/
1687879263889	113.00000	http://www.latimes.com/sports/la-sp-us-open-la-20150722-story.html
1687879263916	142.00000	https://golfweek.usatoday.com/lists/justin-thomas-jordan-spieth-phil-mickelson-missed-cut-us-open/
1687879263930	196.00000	https://species.wikimedia.org/wiki/Agnesia_(Poaceae)
