1687879244754	200	en.wikipedia.org	https://en.wikipedia.org/wiki/Main_Page
1687879248197	200	www.mediawiki.org	https://www.mediawiki.org/wiki/
1687879248232	200	species.wikimedia.org	https://species.wikimedia.org/wiki/
1687879248353	200	www.wikidata.org	https://www.wikidata.org/wiki/
1687879248380	200	en.wikiversity.org	https://en.wikiversity.org/wiki/Wikiversity:Main_Page
1687879248390	200	en.wikisource.org	https://en.wikisource.org/wiki/
1687879248468	200	en.wiktionary.org	https://en.wiktionary.org/wiki/
1687879248551	200	en.wikibooks.org	https://en.wikibooks.org/wiki/
1687879248587	200	en.wikivoyage.org	https://en.wikivoyage.org/wiki/
1687879248572	200	en.wikiquote.org	https://en.wikiquote.org/wiki/
1687879248728	200	wikimediafoundation.org	https://wikimediafoundation.org/
1687879248735	200	en.wikinews.org	https://en.wikinews.org/wiki/
1687879248773	200	creativecommons.org	https://creativecommons.org/licenses/by-sa/4.0/deed.en
1687879249281	200	en.wikipedia.org	https://en.wikipedia.org/wiki/2023_U.S._Open_(golf)
1687879251585	200	wikis.world	https://wikis.world/@mediawiki
1687879253093	200	creativecommons.org	https://creativecommons.org/licenses/by-sa/4.0/
1687879253156	200	en.wikinews.org	https://en.wikinews.org/wiki/Main_Page
1687879253315	200	www.wikidata.org	https://www.wikidata.org/wiki/Wikidata:Main_Page
1687879253322	200	en.wikivoyage.org	https://en.wikivoyage.org/wiki/Main_Page
1687879253383	200	en.wikiquote.org	https://en.wikiquote.org/wiki/Main_Page
1687879253419	200	en.wiktionary.org	https://en.wiktionary.org/wiki/Project:Main_Page
1687879253454	200	foundation.wikimedia.org	https://wikimediafoundation.org/wiki/Privacy_policy
1687879253468	200	en.wikibooks.org	https://en.wikibooks.org/wiki/Main_Page
1687879253554	200	www.mediawiki.org	https://www.mediawiki.org/w/index.php?action=info&title=MediaWiki
1687879253580	200	en.wikiversity.org	https://en.wikiversity.org/wiki/WikiJournal
1687879253601	200	foundation.wikimedia.org	https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Cookie_statement
1687879253685	200	en.wikisource.org	https://en.wikisource.org/wiki/Portal:American_Revolution
1687879256013	200	en.wikipedia.org	https://en.wikipedia.org/w/index.php?action=history&title=Main_Page
1687879256286	-1	unknown	https://fonts.googleapis.com/css?family=Source+Sans+Pro%3A400%2C600%2C700%7CRoboto+Condensed
1687879256582	200	wikis.world	https://wikis.world/@wikidata
